#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,dvcs,gReH,gReE,gReHTilde
1.0,0.0,5.8,1.82,0.34,-0.17,4.0,0.15555942668835715,0.008070012973890255,6.512510939875703e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,1.0,5.8,1.82,0.34,-0.17,12.0,0.15387043199513675,0.00795433148556037,6.327138938217704e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,2.0,5.8,1.82,0.34,-0.17,20.0,0.1610346619000351,0.007732542548490357,5.979221426421374e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,3.0,5.8,1.82,0.34,-0.17,28.0,0.15148470457886212,0.00742205243503756,5.508686234844697e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,4.0,5.8,1.82,0.34,-0.17,36.0,0.14824641047796436,0.007045164468021749,4.963434238147618e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,5.0,5.8,1.82,0.34,-0.17,44.0,0.12978067921494518,0.0066257881234758126,4.390106825719313e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,6.0,5.8,1.82,0.34,-0.17,52.0,0.12490155021717936,0.00618656887385632,3.8273634430967855e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,7.0,5.8,1.82,0.34,-0.17,60.0,0.10893211217600415,0.0057469082917949105,3.3026954914301094e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,8.0,5.8,1.82,0.34,-0.17,68.0,0.11663759261683568,0.00532198303902395,2.8323503467658595e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,9.0,5.8,1.82,0.34,-0.17,76.0,0.09906450748050621,0.004922605864922883,2.423204850137317e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,10.0,5.8,1.82,0.34,-0.17,84.0,0.0951522992966635,0.004555652477270039,2.0753969493656643e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,11.0,5.8,1.82,0.34,-0.17,92.0,0.0875282750193128,0.004224778289765782,1.7848751597676284e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,12.0,5.8,1.82,0.34,-0.17,100.0,0.07953637124466972,0.003931212974792786,1.545443545317915e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,13.0,5.8,1.82,0.34,-0.17,108.0,0.07406645132243193,0.0036745003903546833,1.350195311871672e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,14.0,5.8,1.82,0.34,-0.17,116.0,0.06783003554582104,0.0034531193327844117,1.1924033126449461e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,15.0,5.8,1.82,0.34,-0.17,124.0,0.06583779927527399,0.00326496731885767,1.0660011593208642e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,16.0,5.8,1.82,0.34,-0.17,132.0,0.06126496346518366,0.003107716418921515,9.657901340434365e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,17.0,5.8,1.82,0.34,-0.17,140.0,0.058854357712872736,0.0029790623074092758,8.874812231426679e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,18.0,5.8,1.82,0.34,-0.17,148.0,0.053663047487759366,0.002876890713513922,8.276500177502643e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,19.0,5.8,1.82,0.34,-0.17,156.0,0.05621400436207498,0.0027993836408011855,7.836548768385301e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,20.0,5.8,1.82,0.34,-0.17,164.0,0.053584167114718737,0.0027450838804541095,7.5354855107289916e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,21.0,5.8,1.82,0.34,-0.17,172.0,0.05796899534573291,0.0027129320482215157,7.360000298267389e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,22.0,5.8,1.82,0.34,-0.17,180.0,0.056657060170154455,0.0027022863777857106,7.302351667566216e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,23.0,5.8,1.82,0.34,-0.17,188.0,0.05624495053061552,0.0027129320482215157,7.360000298267389e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,24.0,5.8,1.82,0.34,-0.17,196.0,0.051236346821141296,0.0027450838804541095,7.5354855107289916e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,25.0,5.8,1.82,0.34,-0.17,204.0,0.05869307139614459,0.0027993836408011855,7.836548768385301e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,26.0,5.8,1.82,0.34,-0.17,212.0,0.06342184824419428,0.002876890713513922,8.276500177502643e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,27.0,5.8,1.82,0.34,-0.17,220.0,0.05457050028035449,0.0029790623074092758,8.874812231426679e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,28.0,5.8,1.82,0.34,-0.17,228.0,0.06093670770882585,0.003107716418921515,9.657901340434365e-06,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,29.0,5.8,1.82,0.34,-0.17,236.0,0.059670040985029905,0.00326496731885767,1.0660011593208642e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,30.0,5.8,1.82,0.34,-0.17,244.0,0.07165238615963218,0.0034531193327844117,1.1924033126449461e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,31.0,5.8,1.82,0.34,-0.17,252.0,0.07169012181983803,0.003674500390354684,1.3501953118716726e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,32.0,5.8,1.82,0.34,-0.17,260.0,0.07151348321756777,0.003931212974792786,1.545443545317915e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,33.0,5.8,1.82,0.34,-0.17,268.0,0.09340297073761257,0.004224778289765782,1.7848751597676284e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
1.0,34.0,5.8,1.82,0.34,-0.17,276.0,0.08675231316074464,0.004555652477270039,2.0753969493656643e-05,0.6856563620804861,1.0986689027952043,0.034,0.37570000000000003,-0.9384,2.465
